Source,Target,Weight
176,148,0.30035449564937156
177,11,0.165926922763233
177,151,0.2434545022570682
178,175,0.13513513513513514
179,152,0.14752752053118995
180,142,0.28193505110438016
180,131,0.19595069906498225
181,68,0.3011750953611419
181,163,0.23660555131143368
182,61,0.10814032107069796
183,121,0.024390243902439025
183,41,0.0718271222497994
184,104,0.1706246816511073
184,79,0.23058167123148926
185,32,0.05029296875
185,34,0.07322132337689276
186,60,0.1569451175253807
187,78,0.39071606321436647
187,37,0.3961416041449785
188,88,0.17179910955207772
188,7,0.09859963745554678
189,94,0.10508002783576896
189,9,0.07536680944135606
190,176,0.16259374639436944
191,55,0.06208819057273188
191,78,0.1013902205177373
194,116,0.03571428571428571
194,52,0.025767543859649123
195,92,0.15536799226732945
195,33,0.18529791026662115
197,125,0.2813979392926761
198,141,0.22860932171277
200,157,0.01824817518248175
200,28,0.05347826086956522
203,42,0.24391891891891893
203,103,0.13477229601518026
204,52,0.025767543859649123
204,1,0.04677718525388361
205,126,0.13532763532763534
206,159,0.36657570244592685
206,9,0.2537981819903757
208,151,0.21637447405329593
